frequency_hz,horizontal,vertical,axial
7.774535355693227245e+01,3.074553275306764424e-08,1.864457489937752774e-08,7.461496105621389501e-09
7.824054689168980303e+01,2.979530925458018170e-08,3.968607405746363421e-08,4.846468394180317470e-08
7.873574022644733361e+01,4.828845805353061812e-04,9.658672473409285822e-04,5.052181805281261899e-08
7.923093356120486419e+01,9.657157805636008624e-04,3.380141234588671106e-03,5.871526538402854716e-08
7.972612689596239477e+01,4.829514255253821472e-04,3.862974147432449417e-03,6.356049362926827709e-08
8.022132023071992535e+01,6.821577241317639863e-08,1.448728684003071018e-03,3.995226965864492755e-08
8.071651356547745593e+01,1.205129029860877294e-08,8.601305758813884791e-08,4.824383984150055491e-08
8.121170690023498651e+01,5.365884376946015175e-08,2.581918345389056215e-08,4.194015829900033520e-08
8.170690023499251708e+01,1.600663585640125915e-08,1.079840811886920203e-03,5.429054250319351370e-08
8.220209356975004766e+01,3.270238096719897631e-08,2.159477716843448674e-03,6.625949387389778790e-08
8.269728690450757824e+01,4.829347707480008715e-04,1.079783982576275727e-03,6.320617601636788617e-08
8.319248023926510882e+01,9.658112136959664260e-04,1.844538999178208235e-08,3.760320213700741129e-09
8.368767357402263940e+01,4.829631385264044219e-04,7.338728370099523070e-08,3.412534473061971682e-08
8.418286690878016998e+01,5.410505347265808345e-08,5.505249036098257844e-08,6.669744881648872955e-08
8.467806024353770056e+01,6.729034450148150827e-08,1.079875982510633504e-03,2.086997607742089246e-08
8.517325357829523114e+01,7.474437848183325493e-08,2.159582467404535817e-03,3.536758978366515595e-08
8.566844691305276172e+01,2.630815091771470133e-08,1.079938714108332701e-03,5.752768168006544038e-08
8.616364024781029229e+01,6.919644065511784788e-08,1.047851014615952938e-07,1.725450964026125988e-08
8.665883358256782287e+01,5.994315263365786182e-08,4.830267915944853865e-08,7.182333837661833973e-08
8.715402691732535345e+01,2.162680010421233108e-08,9.694986623267717945e-08,8.072961520557219833e-08
8.764922025208288403e+01,7.824935668137025906e-09,1.235147218543212141e-07,3.347562857054806110e-08
8.814441358684041461e+01,2.264896489328828653e-08,7.128135139574365714e-08,3.843521042000491375e-08
8.863960692159794519e+01,2.940972248439021430e-08,3.375668595888633260e-08,3.428624076921435337e-08
8.913480025635547577e+01,4.056448524927341626e-08,3.214368136871765136e-08,2.736199753835313036e-08
8.962999359111300635e+01,5.955767776627828450e-08,3.637697162265239366e-08,1.043805523844936653e-08
9.012518692587053692e+01,8.149535243571786003e-08,2.814208605621078300e-08,6.747118140985281699e-08
9.062038026062806750e+01,1.109628918953851620e-08,8.776138122794174742e-08,6.242030107094617512e-08
9.111557359538559808e+01,4.230077018393582719e-08,9.817983897308681981e-08,6.097606871989140734e-08
9.161076693014312866e+01,2.105448815668392414e-08,7.061749490661506617e-09,3.648890999656812803e-08
9.210596026490065924e+01,6.046563829703997962e-08,1.153656646231041450e-07,5.601344303114974149e-08
9.260115359965818982e+01,6.126511685599607480e-08,1.257903736654582993e-07,8.391260477586469429e-08
9.309634693441572040e+01,7.293825804284374429e-08,4.069891115238857995e-08,3.281943408049532468e-08
9.359154026917325098e+01,3.003674190689379768e-08,2.257360262383969256e-08,1.568326794924112541e-08
9.408673360393078156e+01,6.418909172811369622e-08,7.008357947347618637e-08,2.819410861310092203e-08
9.458192693868831213e+01,4.190879771114902316e-08,9.802088596838151552e-08,1.600092363677475360e-08
9.507712027344584271e+01,3.010812279090395152e-08,1.083624741565988690e-07,6.325422340487480719e-08
9.557231360820337329e+01,3.069584017243939191e-08,7.998376421125570899e-08,6.283493415073510336e-08
9.606750694296090387e+01,6.541039477694815867e-08,4.875115059113835714e-08,5.296795567962786732e-08
9.656270027771843445e+01,4.684398426309281481e-08,1.079970071919629732e-03,6.181272755906468259e-08
